"","doy","dow","circumstance","deaths"
"952",46,"2","Accident",387
"953",46,"2","Suicide",63
"954",46,"2","Homicide",332
"955",46,"3","Accident",266
"956",46,"3","Suicide",57
"957",46,"3","Homicide",203
"958",46,"4","Accident",244
"959",46,"4","Suicide",42
"960",46,"4","Homicide",219
"961",46,"5","Accident",422
"962",46,"5","Suicide",73
"963",46,"5","Homicide",372
"964",46,"6","Accident",545
"965",46,"6","Suicide",62
"966",46,"6","Homicide",560
"967",47,"0","Accident",677
"968",47,"0","Suicide",68
"969",47,"0","Homicide",634
"970",47,"1","Accident",634
"971",47,"1","Suicide",92
"972",47,"1","Homicide",533
"973",47,"2","Accident",574
"974",47,"2","Suicide",70
"975",47,"2","Homicide",468
"976",47,"3","Accident",365
"977",47,"3","Suicide",63
"978",47,"3","Homicide",305
"979",47,"4","Accident",286
"980",47,"4","Suicide",46
"981",47,"4","Homicide",250
"982",47,"5","Accident",302
"983",47,"5","Suicide",38
"984",47,"5","Homicide",285
"985",47,"6","Accident",547
"986",47,"6","Suicide",89
"987",47,"6","Homicide",557
"988",48,"0","Accident",645
"989",48,"0","Suicide",88
"990",48,"0","Homicide",629
"991",48,"1","Accident",442
"992",48,"1","Suicide",93
"993",48,"1","Homicide",387
"994",48,"2","Accident",542
"995",48,"2","Suicide",83
"996",48,"2","Homicide",490
"997",48,"3","Accident",476
"998",48,"3","Suicide",67
"999",48,"3","Homicide",420
"1000",48,"4","Accident",400
"1001",48,"4","Suicide",52
"1002",48,"4","Homicide",307
"1003",48,"5","Accident",339
"1004",48,"5","Suicide",47
"1005",48,"5","Homicide",229
"1006",48,"6","Accident",381
"1007",48,"6","Suicide",50
"1008",48,"6","Homicide",313
"1009",49,"0","Accident",457
"1010",49,"0","Suicide",48
"1011",49,"0","Homicide",408
"1012",49,"1","Accident",465
"1013",49,"1","Suicide",88
"1014",49,"1","Homicide",421
"1015",49,"2","Accident",389
"1016",49,"2","Suicide",73
"1017",49,"2","Homicide",321
"1018",49,"3","Accident",560
"1019",49,"3","Suicide",87
"1020",49,"3","Homicide",489
"1021",49,"4","Accident",433
"1022",49,"4","Suicide",80
"1023",49,"4","Homicide",346
"1024",49,"5","Accident",423
"1025",49,"5","Suicide",74
"1026",49,"5","Homicide",375
"1027",49,"6","Accident",428
"1028",49,"6","Suicide",56
"1029",49,"6","Homicide",323
"1030",50,"0","Accident",501
"1031",50,"0","Suicide",63
"1032",50,"0","Homicide",418
"1033",50,"1","Accident",345
"1034",50,"1","Suicide",49
"1035",50,"1","Homicide",261
"1036",50,"2","Accident",362
"1037",50,"2","Suicide",82
"1038",50,"2","Homicide",339
"1039",50,"3","Accident",420
"1040",50,"3","Suicide",53
"1041",50,"3","Homicide",346
"1042",50,"4","Accident",535
"1043",50,"4","Suicide",87
"1044",50,"4","Homicide",433
"1045",50,"5","Accident",426
"1046",50,"5","Suicide",66
"1047",50,"5","Homicide",393
"1048",50,"6","Accident",552
"1049",50,"6","Suicide",50
"1050",50,"6","Homicide",514
"1051",51,"0","Accident",624
"1052",51,"0","Suicide",76
"1053",51,"0","Homicide",636
"1054",51,"1","Accident",365
"1055",51,"1","Suicide",50
"1056",51,"1","Homicide",291
"1057",51,"2","Accident",284
"1058",51,"2","Suicide",50
"1059",51,"2","Homicide",203
"1060",51,"3","Accident",400
"1061",51,"3","Suicide",65
"1062",51,"3","Homicide",358
"1063",51,"4","Accident",381
"1064",51,"4","Suicide",67
"1065",51,"4","Homicide",323
"1066",51,"5","Accident",593
"1067",51,"5","Suicide",113
"1068",51,"5","Homicide",533
"1069",51,"6","Accident",564
"1070",51,"6","Suicide",62
"1071",51,"6","Homicide",571
"1072",52,"0","Accident",620
"1073",52,"0","Suicide",69
"1074",52,"0","Homicide",597
"1075",52,"1","Accident",452
"1076",52,"1","Suicide",69
"1077",52,"1","Homicide",381
"1078",52,"2","Accident",316
"1079",52,"2","Suicide",48
"1080",52,"2","Homicide",227
"1081",52,"3","Accident",299
"1082",52,"3","Suicide",48
"1083",52,"3","Homicide",216
"1084",52,"4","Accident",403
"1085",52,"4","Suicide",85
"1086",52,"4","Homicide",319
"1087",52,"5","Accident",425
"1088",52,"5","Suicide",59
"1089",52,"5","Homicide",367
"1090",52,"6","Accident",862
"1091",52,"6","Suicide",97
"1092",52,"6","Homicide",739
"1093",53,"0","Accident",876
"1094",53,"0","Suicide",94
"1095",53,"0","Homicide",770
"1096",53,"1","Accident",422
"1097",53,"1","Suicide",74
"1098",53,"1","Homicide",415
"1099",53,"2","Accident",414
"1100",53,"2","Suicide",54
"1101",53,"2","Homicide",278
"1102",53,"3","Accident",285
"1103",53,"3","Suicide",63
"1104",53,"3","Homicide",219
"1105",53,"4","Accident",241
"1106",53,"4","Suicide",35
"1107",53,"4","Homicide",242
"1108",53,"5","Accident",454
"1109",53,"5","Suicide",60
"1110",53,"5","Homicide",403
"1111",53,"6","Accident",629
"1112",53,"6","Suicide",77
"1113",53,"6","Homicide",582
"1114",54,"0","Accident",746
"1115",54,"0","Suicide",67
"1116",54,"0","Homicide",665
"1117",54,"1","Accident",646
"1118",54,"1","Suicide",91
"1119",54,"1","Homicide",546
"1120",54,"2","Accident",421
"1121",54,"2","Suicide",69
"1122",54,"2","Homicide",337
"1123",54,"3","Accident",406
"1124",54,"3","Suicide",72
"1125",54,"3","Homicide",284
"1126",54,"4","Accident",263
"1127",54,"4","Suicide",55
"1128",54,"4","Homicide",254
"1129",54,"5","Accident",279
"1130",54,"5","Suicide",35
"1131",54,"5","Homicide",230
"1132",54,"6","Accident",525
"1133",54,"6","Suicide",69
"1134",54,"6","Homicide",550
"1135",55,"0","Accident",656
"1136",55,"0","Suicide",79
"1137",55,"0","Homicide",583
"1138",55,"1","Accident",431
"1139",55,"1","Suicide",71
"1140",55,"1","Homicide",404
"1141",55,"2","Accident",642
"1142",55,"2","Suicide",85
"1143",55,"2","Homicide",519
"1144",55,"3","Accident",391
"1145",55,"3","Suicide",65
"1146",55,"3","Homicide",375
"1147",55,"4","Accident",382
"1148",55,"4","Suicide",75
"1149",55,"4","Homicide",371
"1150",55,"5","Accident",291
"1151",55,"5","Suicide",49
"1152",55,"5","Homicide",245
"1153",55,"6","Accident",361
"1154",55,"6","Suicide",47
"1155",55,"6","Homicide",335
"1156",56,"0","Accident",474
"1157",56,"0","Suicide",43
"1158",56,"0","Homicide",421
"1159",56,"1","Accident",412
"1160",56,"1","Suicide",83
"1161",56,"1","Homicide",365
"1162",56,"2","Accident",435
"1163",56,"2","Suicide",66
"1164",56,"2","Homicide",306
"1165",56,"3","Accident",553
"1166",56,"3","Suicide",81
"1167",56,"3","Homicide",508
"1168",56,"4","Accident",337
"1169",56,"4","Suicide",75
"1170",56,"4","Homicide",392
"1171",56,"5","Accident",429
"1172",56,"5","Suicide",74
"1173",56,"5","Homicide",391
"1174",56,"6","Accident",387
"1175",56,"6","Suicide",51
"1176",56,"6","Homicide",341
"1177",57,"0","Accident",498
"1178",57,"0","Suicide",43
"1179",57,"0","Homicide",403
"1180",57,"1","Accident",325
"1181",57,"1","Suicide",36
"1182",57,"1","Homicide",277
"1183",57,"2","Accident",424
"1184",57,"2","Suicide",74
"1185",57,"2","Homicide",322
"1186",57,"3","Accident",416
"1187",57,"3","Suicide",62
"1188",57,"3","Homicide",325
"1189",57,"4","Accident",464
"1190",57,"4","Suicide",98
"1191",57,"4","Homicide",411
"1192",57,"5","Accident",454
"1193",57,"5","Suicide",51
"1194",57,"5","Homicide",369
"1195",57,"6","Accident",575
"1196",57,"6","Suicide",58
"1197",57,"6","Homicide",463
"1198",58,"0","Accident",708
"1199",58,"0","Suicide",78
"1200",58,"0","Homicide",625
"1201",58,"1","Accident",355
"1202",58,"1","Suicide",74
"1203",58,"1","Homicide",288
"1204",58,"2","Accident",333
"1205",58,"2","Suicide",46
"1206",58,"2","Homicide",254
"1207",58,"3","Accident",344
"1208",58,"3","Suicide",70
"1209",58,"3","Homicide",354
"1210",58,"4","Accident",420
"1211",58,"4","Suicide",63
"1212",58,"4","Homicide",408
"1213",58,"5","Accident",527
"1214",58,"5","Suicide",102
"1215",58,"5","Homicide",482
"1216",58,"6","Accident",638
"1217",58,"6","Suicide",85
"1218",58,"6","Homicide",530
"1219",59,"0","Accident",629
"1220",59,"0","Suicide",76
"1221",59,"0","Homicide",600
"1222",59,"1","Accident",477
"1223",59,"1","Suicide",68
"1224",59,"1","Homicide",359
"1225",59,"2","Accident",317
"1226",59,"2","Suicide",55
"1227",59,"2","Homicide",277
"1228",59,"3","Accident",260
"1229",59,"3","Suicide",39
"1230",59,"3","Homicide",210
"1231",59,"4","Accident",377
"1232",59,"4","Suicide",67
"1233",59,"4","Homicide",366
"1234",59,"5","Accident",486
"1235",59,"5","Suicide",64
"1236",59,"5","Homicide",394
"1237",59,"6","Accident",729
"1238",59,"6","Suicide",106
"1239",59,"6","Homicide",601
"1240",60,"0","Accident",619
"1241",60,"0","Suicide",80
"1242",60,"0","Homicide",588
"1243",60,"1","Accident",280
"1244",60,"1","Suicide",41
"1245",60,"1","Homicide",220
"1246",60,"2","Accident",262
"1247",60,"2","Suicide",33
"1248",60,"2","Homicide",218
"1249",60,"3","Accident",131
"1250",60,"3","Suicide",27
"1251",60,"3","Homicide",129
"1252",60,"4","Accident",246
"1253",60,"4","Suicide",39
"1254",60,"4","Homicide",193
"1255",60,"5","Accident",301
"1256",60,"5","Suicide",50
"1257",60,"5","Homicide",245
"1258",60,"6","Accident",699
"1259",60,"6","Suicide",75
"1260",60,"6","Homicide",519
"1261",61,"0","Accident",839
"1262",61,"0","Suicide",63
"1263",61,"0","Homicide",623
"1264",61,"1","Accident",598
"1265",61,"1","Suicide",97
"1266",61,"1","Homicide",484
"1267",61,"2","Accident",383
"1268",61,"2","Suicide",67
"1269",61,"2","Homicide",314
"1270",61,"3","Accident",404
"1271",61,"3","Suicide",60
"1272",61,"3","Homicide",300
"1273",61,"4","Accident",276
"1274",61,"4","Suicide",49
"1275",61,"4","Homicide",231
"1276",61,"5","Accident",270
"1277",61,"5","Suicide",38
"1278",61,"5","Homicide",235
"1279",61,"6","Accident",541
"1280",61,"6","Suicide",72
"1281",61,"6","Homicide",517
"1282",62,"0","Accident",690
"1283",62,"0","Suicide",84
"1284",62,"0","Homicide",644
"1285",62,"1","Accident",572
"1286",62,"1","Suicide",74
"1287",62,"1","Homicide",416
"1288",62,"2","Accident",469
"1289",62,"2","Suicide",75
"1290",62,"2","Homicide",432
"1291",62,"3","Accident",378
"1292",62,"3","Suicide",58
"1293",62,"3","Homicide",383
"1294",62,"4","Accident",391
"1295",62,"4","Suicide",62
"1296",62,"4","Homicide",306
"1297",62,"5","Accident",311
"1298",62,"5","Suicide",54
"1299",62,"5","Homicide",274
"1300",62,"6","Accident",348
"1301",62,"6","Suicide",38
"1302",62,"6","Homicide",334
"1303",63,"0","Accident",430
"1304",63,"0","Suicide",48
"1305",63,"0","Homicide",403
"1306",63,"1","Accident",441
"1307",63,"1","Suicide",75
"1308",63,"1","Homicide",405
"1309",63,"2","Accident",538
"1310",63,"2","Suicide",90
"1311",63,"2","Homicide",403
"1312",63,"3","Accident",516
"1313",63,"3","Suicide",104
"1314",63,"3","Homicide",463
"1315",63,"4","Accident",397
"1316",63,"4","Suicide",63
"1317",63,"4","Homicide",344
"1318",63,"5","Accident",519
"1319",63,"5","Suicide",66
"1320",63,"5","Homicide",367
"1321",63,"6","Accident",418
"1322",63,"6","Suicide",63
"1323",63,"6","Homicide",352
"1324",64,"0","Accident",458
"1325",64,"0","Suicide",64
"1326",64,"0","Homicide",374
"1327",64,"1","Accident",275
"1328",64,"1","Suicide",51
"1329",64,"1","Homicide",275
"1330",64,"2","Accident",409
"1331",64,"2","Suicide",60
"1332",64,"2","Homicide",356
"1333",64,"3","Accident",454
"1334",64,"3","Suicide",82
"1335",64,"3","Homicide",375
"1336",64,"4","Accident",552
"1337",64,"4","Suicide",96
"1338",64,"4","Homicide",489
"1339",64,"5","Accident",468
"1340",64,"5","Suicide",75
"1341",64,"5","Homicide",442
"1342",64,"6","Accident",652
"1343",64,"6","Suicide",57
"1344",64,"6","Homicide",533
"1345",65,"0","Accident",794
"1346",65,"0","Suicide",81
"1347",65,"0","Homicide",561
"1348",65,"1","Accident",364
"1349",65,"1","Suicide",60
"1350",65,"1","Homicide",273
"1351",65,"2","Accident",249
"1352",65,"2","Suicide",48
"1353",65,"2","Homicide",236
"1354",65,"3","Accident",383
"1355",65,"3","Suicide",98
"1356",65,"3","Homicide",362
"1357",65,"4","Accident",406
"1358",65,"4","Suicide",70
"1359",65,"4","Homicide",354
"1360",65,"5","Accident",588
"1361",65,"5","Suicide",101
"1362",65,"5","Homicide",525
"1363",65,"6","Accident",626
"1364",65,"6","Suicide",75
"1365",65,"6","Homicide",524
"1366",66,"0","Accident",688
"1367",66,"0","Suicide",85
"1368",66,"0","Homicide",599
"1369",66,"1","Accident",535
"1370",66,"1","Suicide",73
"1371",66,"1","Homicide",383
"1372",66,"2","Accident",246
"1373",66,"2","Suicide",38
"1374",66,"2","Homicide",225
"1375",66,"3","Accident",228
"1376",66,"3","Suicide",59
"1377",66,"3","Homicide",204
"1378",66,"4","Accident",416
"1379",66,"4","Suicide",83
"1380",66,"4","Homicide",368
"1381",66,"5","Accident",486
"1382",66,"5","Suicide",72
"1383",66,"5","Homicide",356
"1384",66,"6","Accident",766
"1385",66,"6","Suicide",101
"1386",66,"6","Homicide",694
"1387",67,"0","Accident",938
"1388",67,"0","Suicide",122
"1389",67,"0","Homicide",810
"1390",67,"1","Accident",485
"1391",67,"1","Suicide",81
"1392",67,"1","Homicide",418
"1393",67,"2","Accident",470
"1394",67,"2","Suicide",66
"1395",67,"2","Homicide",370
"1396",67,"3","Accident",284
"1397",67,"3","Suicide",50
"1398",67,"3","Homicide",204
"1399",67,"4","Accident",236
"1400",67,"4","Suicide",33
"1401",67,"4","Homicide",224
"1402",67,"5","Accident",490
"1403",67,"5","Suicide",84
"1404",67,"5","Homicide",414
"1405",67,"6","Accident",542
"1406",67,"6","Suicide",79
"1407",67,"6","Homicide",517
"1408",68,"0","Accident",650
"1409",68,"0","Suicide",82
"1410",68,"0","Homicide",581
"1411",68,"1","Accident",585
"1412",68,"1","Suicide",106
"1413",68,"1","Homicide",491
"1414",68,"2","Accident",434
"1415",68,"2","Suicide",68
"1416",68,"2","Homicide",342
"1417",68,"3","Accident",459
"1418",68,"3","Suicide",87
"1419",68,"3","Homicide",297
"1420",68,"4","Accident",262
"1421",68,"4","Suicide",50
"1422",68,"4","Homicide",226
"1423",68,"5","Accident",276
"1424",68,"5","Suicide",48
"1425",68,"5","Homicide",234
"1426",68,"6","Accident",645
"1427",68,"6","Suicide",76
"1428",68,"6","Homicide",564
"1429",69,"0","Accident",781
"1430",69,"0","Suicide",95
"1431",69,"0","Homicide",644
"1432",69,"1","Accident",451
"1433",69,"1","Suicide",87
"1434",69,"1","Homicide",369
"1435",69,"2","Accident",539
"1436",69,"2","Suicide",98
"1437",69,"2","Homicide",419
"1438",69,"3","Accident",433
"1439",69,"3","Suicide",63
"1440",69,"3","Homicide",359
"1441",69,"4","Accident",397
"1442",69,"4","Suicide",75
"1443",69,"4","Homicide",310
"1444",69,"5","Accident",306
"1445",69,"5","Suicide",42
"1446",69,"5","Homicide",247
"1447",69,"6","Accident",353
"1448",69,"6","Suicide",46
"1449",69,"6","Homicide",353
"1450",70,"0","Accident",373
"1451",70,"0","Suicide",44
"1452",70,"0","Homicide",404
"1453",70,"1","Accident",478
"1454",70,"1","Suicide",82
"1455",70,"1","Homicide",432
"1456",70,"2","Accident",428
"1457",70,"2","Suicide",59
"1458",70,"2","Homicide",347
"1459",70,"3","Accident",531
"1460",70,"3","Suicide",98
"1461",70,"3","Homicide",407
"1462",70,"4","Accident",405
"1463",70,"4","Suicide",56
"1464",70,"4","Homicide",357
"1465",70,"5","Accident",454
"1466",70,"5","Suicide",56
"1467",70,"5","Homicide",341
"1468",70,"6","Accident",409
"1469",70,"6","Suicide",47
"1470",70,"6","Homicide",317
"1471",71,"0","Accident",445
"1472",71,"0","Suicide",64
"1473",71,"0","Homicide",361
"1474",71,"1","Accident",288
"1475",71,"1","Suicide",52
"1476",71,"1","Homicide",280
"1477",71,"2","Accident",441
"1478",71,"2","Suicide",66
"1479",71,"2","Homicide",360
"1480",71,"3","Accident",432
"1481",71,"3","Suicide",95
"1482",71,"3","Homicide",350
"1483",71,"4","Accident",559
"1484",71,"4","Suicide",84
"1485",71,"4","Homicide",502
"1486",71,"5","Accident",497
"1487",71,"5","Suicide",72
"1488",71,"5","Homicide",432
"1489",71,"6","Accident",522
"1490",71,"6","Suicide",70
"1491",71,"6","Homicide",516
"1492",72,"0","Accident",621
"1493",72,"0","Suicide",72
"1494",72,"0","Homicide",609
"1495",72,"1","Accident",315
"1496",72,"1","Suicide",50
"1497",72,"1","Homicide",272
"1498",72,"2","Accident",237
"1499",72,"2","Suicide",45
"1500",72,"2","Homicide",186
"1501",72,"3","Accident",409
"1502",72,"3","Suicide",65
"1503",72,"3","Homicide",328
"1504",72,"4","Accident",407
"1505",72,"4","Suicide",69
"1506",72,"4","Homicide",340
"1507",72,"5","Accident",628
"1508",72,"5","Suicide",79
"1509",72,"5","Homicide",489
"1510",72,"6","Accident",623
"1511",72,"6","Suicide",84
"1512",72,"6","Homicide",551
"1513",73,"0","Accident",721
"1514",73,"0","Suicide",84
"1515",73,"0","Homicide",627
"1516",73,"1","Accident",411
"1517",73,"1","Suicide",68
"1518",73,"1","Homicide",386
"1519",73,"2","Accident",258
"1520",73,"2","Suicide",43
"1521",73,"2","Homicide",190
"1522",73,"3","Accident",253
"1523",73,"3","Suicide",43
"1524",73,"3","Homicide",232
"1525",73,"4","Accident",398
"1526",73,"4","Suicide",85
"1527",73,"4","Homicide",364
"1528",73,"5","Accident",493
"1529",73,"5","Suicide",67
"1530",73,"5","Homicide",432
"1531",73,"6","Accident",826
"1532",73,"6","Suicide",101
"1533",73,"6","Homicide",677
"1534",74,"0","Accident",918
"1535",74,"0","Suicide",114
"1536",74,"0","Homicide",782
"1537",74,"1","Accident",477
"1538",74,"1","Suicide",69
"1539",74,"1","Homicide",366
"1540",74,"2","Accident",397
"1541",74,"2","Suicide",56
"1542",74,"2","Homicide",301
"1543",74,"3","Accident",238
"1544",74,"3","Suicide",47
"1545",74,"3","Homicide",220
"1546",74,"4","Accident",265
"1547",74,"4","Suicide",62
"1548",74,"4","Homicide",207
"1549",74,"5","Accident",438
"1550",74,"5","Suicide",80
"1551",74,"5","Homicide",373
"1552",74,"6","Accident",671
"1553",74,"6","Suicide",66
"1554",74,"6","Homicide",568
"1555",75,"0","Accident",706
"1556",75,"0","Suicide",89
"1557",75,"0","Homicide",647
"1558",75,"1","Accident",556
"1559",75,"1","Suicide",111
"1560",75,"1","Homicide",476
"1561",75,"2","Accident",401
"1562",75,"2","Suicide",77
"1563",75,"2","Homicide",320
"1564",75,"3","Accident",383
"1565",75,"3","Suicide",71
"1566",75,"3","Homicide",318
"1567",75,"4","Accident",251
"1568",75,"4","Suicide",39
"1569",75,"4","Homicide",242
"1570",75,"5","Accident",274
"1571",75,"5","Suicide",35
"1572",75,"5","Homicide",235
"1573",75,"6","Accident",517
"1574",75,"6","Suicide",59
"1575",75,"6","Homicide",515
"1576",76,"0","Accident",682
"1577",76,"0","Suicide",82
"1578",76,"0","Homicide",603
"1579",76,"1","Accident",499
"1580",76,"1","Suicide",76
"1581",76,"1","Homicide",385
"1582",76,"2","Accident",489
"1583",76,"2","Suicide",89
"1584",76,"2","Homicide",404
"1585",76,"3","Accident",364
"1586",76,"3","Suicide",64
"1587",76,"3","Homicide",353
"1588",76,"4","Accident",406
"1589",76,"4","Suicide",63
"1590",76,"4","Homicide",353
"1591",76,"5","Accident",309
"1592",76,"5","Suicide",51
"1593",76,"5","Homicide",243
"1594",76,"6","Accident",374
"1595",76,"6","Suicide",45
"1596",76,"6","Homicide",346
"1597",77,"0","Accident",401
"1598",77,"0","Suicide",49
"1599",77,"0","Homicide",410
"1600",77,"1","Accident",492
"1601",77,"1","Suicide",90
"1602",77,"1","Homicide",399
"1603",77,"2","Accident",406
"1604",77,"2","Suicide",55
"1605",77,"2","Homicide",313
"1606",77,"3","Accident",493
"1607",77,"3","Suicide",100
"1608",77,"3","Homicide",447
"1609",77,"4","Accident",433
"1610",77,"4","Suicide",65
"1611",77,"4","Homicide",376
"1612",77,"5","Accident",441
"1613",77,"5","Suicide",42
"1614",77,"5","Homicide",344
"1615",77,"6","Accident",393
"1616",77,"6","Suicide",54
"1617",77,"6","Homicide",345
"1618",78,"0","Accident",477
"1619",78,"0","Suicide",41
"1620",78,"0","Homicide",436
"1621",78,"1","Accident",272
"1622",78,"1","Suicide",48
"1623",78,"1","Homicide",258
"1624",78,"2","Accident",406
"1625",78,"2","Suicide",62
"1626",78,"2","Homicide",302
"1627",78,"3","Accident",378
"1628",78,"3","Suicide",68
"1629",78,"3","Homicide",322
"1630",78,"4","Accident",503
"1631",78,"4","Suicide",90
"1632",78,"4","Homicide",449
